meanBER_cc,meanPER_cc,SNRpercomm_cc,meanAWGN_POWER_cc,meanUP_LOSS_cc,meanDOWN_LOSS_cc,meanTEMPERATURE_cc,meanWV_DENSITY_cc,meanUP_THERMAL_POWER_cc,meanDW_THERMAL_POWER_cc
0,0,24.137,24822,42.076,41.591,292.59,0.0063343,3.2879e-11,2.778e-11
0,0,17.954,64006,44.278,40.762,289.26,0.0086335,3.0406e-11,2.9378e-11
0,0,21.197,16601,45.28,42.75,282.25,0.0044694,2.9934e-11,3.2266e-11
0.0025773,0.33333,6.2678,1.1629e+06,41.725,43.329,289.56,0.011048,3.2939e-11,3.6763e-11
0,0,6.8563,8.5902e+05,43.403,41.609,289.15,0.0048282,3.3444e-11,3.1758e-11
0,0,15.369,1.9943e+05,41.252,42.43,292.36,0.0052363,3.7368e-11,3.4576e-11
0,0,10.252,7.0207e+05,40.746,41.942,294.72,0.0068481,3.4543e-11,2.5005e-11
0,0,18.474,88382,44.599,40.647,289.16,0.0072244,3.2107e-11,3.1399e-11
0,0,7.8232,9.2245e+05,42.636,41.61,291.36,0.0086678,3.2455e-11,2.8962e-11
0,0,11.268,5.4963e+05,41.68,40.664,295.47,0.0080518,3.4133e-11,3.4971e-11
0,0,10.348,1.0329e+06,41.742,40.949,295.11,0.0068007,3.6396e-11,2.8037e-11
0,0,17.124,87317,42.498,42.834,288.46,0.0055579,3.3599e-11,3.8719e-11
0,0,14.925,3.4846e+05,40.257,40.579,299.26,0.010995,3.7102e-11,3.0739e-11
0,0,12.518,3.4601e+05,42.122,41.298,293.43,0.013116,3.6477e-11,3.3735e-11
0,0,7.0759,6.2927e+05,43.543,43.402,284.95,0.0077439,3.1297e-11,3.009e-11
0,0,14.465,2.1888e+05,40.812,42.744,292.7,0.0087665,3.1916e-11,2.9514e-11
0,0,21.867,41680,41.814,42.242,291.52,0.0072621,3.2639e-11,2.8068e-11
0,0,13.761,2.3692e+05,40.691,43.19,291.96,0.0067661,3.6854e-11,2.9239e-11
0,0,22.65,38835,40.528,42.194,294.86,0.0091029,2.8817e-11,3.2298e-11
0,0,7.3413,1.0254e+06,43.089,40.882,291.92,0.0084784,3.4195e-11,3.0924e-11
0,0,6.6719,1.4275e+06,41.246,42.153,293.08,0.0096437,3.3701e-11,2.7865e-11
0,0,10.743,7.2433e+05,43.188,39.363,295.45,0.0085615,3.4715e-11,3.6923e-11
0,0,20.381,50149,44.227,41.036,289.05,0.0056978,3.3981e-11,3.285e-11
0,0,19.401,1.2208e+05,41.757,40.856,295.32,0.0083356,3.1652e-11,2.8282e-11
0,0,6.7694,1.887e+06,41.978,41.152,293.99,0.011612,3.0331e-11,3.1936e-11
0,0,14.201,1.14e+05,43.805,42.47,286.28,0.0054379,3.7791e-11,2.9857e-11
0,0,15.302,97034,43.598,42.507,286.86,0.0056636,3.0626e-11,2.6946e-11
0,0,13.102,1.2619e+05,43.547,43.648,284.2,0.0038349,3.2977e-11,2.916e-11
0,0,17.734,1.8085e+05,41.411,40.649,296.63,0.013849,2.9133e-11,2.9648e-11
0,0,7.6997,4.1634e+05,45.775,41.498,284.22,0.0042725,3.2997e-11,3.6838e-11
0,0,12.115,2.7179e+05,43.948,42.301,286.66,0.0078335,3.2944e-11,2.9383e-11
0,0,11.574,2.3288e+05,44.387,42.188,285.78,0.0054151,3.4898e-11,3.1364e-11
0,0,16.828,33495,45.909,42.997,280.3,0.003636,2.8645e-11,2.7349e-11
0,0,11.297,2.3199e+05,43.666,43.219,285.37,0.0046418,3.312e-11,3.0531e-11
0.028351,1,5.3123,1.3429e+06,44.807,40.82,288.06,0.006139,2.9768e-11,3.0716e-11
0,0,13.09,2.6535e+05,41.785,42.148,291.91,0.008275,3.2995e-11,3.1497e-11
0,0,8.5762,8.5532e+05,43.085,40.77,292,0.0055407,3.1757e-11,2.9937e-11
0,0,16.504,76219,45.025,40.684,287.74,0.0050845,3.4859e-11,2.6778e-11
0.0025773,0.33333,5.6182,1.1454e+06,41.555,43.396,289.72,0.0069242,2.8358e-11,2.8452e-11
0,0,14.893,1.7451e+05,43.57,40.544,291.41,0.0057606,3.5748e-11,3.0698e-11
0,0,17.822,60314,42.04,43.785,287.37,0.0036942,2.9931e-11,2.5383e-11
0,0,18.158,61536,45.046,40.161,289.07,0.0053158,3.5261e-11,2.767e-11
0,0,7.3891,1.3118e+06,43.724,39.08,294.8,0.0068727,3.4395e-11,2.9803e-11
0,0,15.633,87034,40.582,45.499,287,0.0054405,3.3727e-11,2.5675e-11
0,0,19.348,23099,43.663,44.531,281.82,0.0037314,3.3102e-11,2.9165e-11
0,0,17.98,62085,43.726,41.5,289,0.0089355,3.4853e-11,2.9292e-11
0,0,13.889,1.3749e+05,45.186,40.562,287.72,0.0042246,3.2259e-11,3.1938e-11
0,0,18.692,67351,42.321,42.187,290.33,0.007755,3.015e-11,2.9496e-11
0,0,16.791,1.2725e+05,41.767,41.697,293.13,0.010702,2.7971e-11,3.1809e-11
0,0,20.823,57750,44.313,40.977,289.12,0.0089432,3.1988e-11,3.0919e-11
0,0,23.462,14793,44.125,41.986,286.78,0.0064426,2.9356e-11,3.2365e-11
0,0,21.259,15552,45.544,42.767,281.67,0.0040594,3.2443e-11,2.6497e-11
0.0025773,0.33333,7.1597,8.559e+05,43.572,41.737,288.79,0.0072083,3.421e-11,2.6977e-11
0,0,10.545,3.5037e+05,42.516,43.527,287.02,0.0083295,3.3611e-11,3.0959e-11
0,0,8.3142,9.8272e+05,41.762,41.347,293.69,0.0043693,2.8444e-11,3.2311e-11
0,0,14.313,93861,44.665,43.179,282.81,0.0056899,3.3038e-11,2.6821e-11
0,0,22.828,11473,44.649,42.982,283.29,0.0059667,2.9464e-11,2.976e-11
0,0,12.619,2.8663e+05,42.652,42.105,290.01,0.0063237,3.0208e-11,2.6533e-11
0.0090206,0.66667,5.5833,8.8224e+05,44.712,42.012,285.43,0.0045316,3.8959e-11,2.4885e-11
0,0,14.285,66630,45.841,42.824,281.07,0.0055886,3.7354e-11,2.8076e-11
0,0,5.4084,1.8811e+06,40.901,42.41,293.24,0.0063102,3.3528e-11,2.8735e-11
0,0,8.8911,5.5022e+05,42.83,42.979,287.6,0.0052026,3.0596e-11,2.8196e-11
0,0,16.905,1.141e+05,43.363,40.401,292.28,0.0096718,3.287e-11,2.7692e-11
0,0,19.329,1.1497e+05,41.348,41.832,293.85,0.007104,3.202e-11,3.0535e-11
0,0,18.016,66929,41.062,44.384,288.33,0.0060031,3.2623e-11,2.7289e-11
0,0,12.675,3.2524e+05,42.471,41.735,291.09,0.0026296,3.4351e-11,2.8209e-11
0,0,13.566,1.6487e+05,42.702,42.809,288.59,0.01181,3.5008e-11,2.5355e-11
0,0,11.951,3.5252e+05,42.399,42.172,290.23,0.0050712,2.9977e-11,2.9105e-11
0,0,17.886,1.4117e+05,41.175,41.268,295.3,0.0050577,3.4512e-11,2.9985e-11
0,0,18.028,42379,45.752,41.242,285.14,0.0065438,2.7847e-11,3.3525e-11
0,0,23.351,32954,42.221,40.39,295.03,0.0076402,3.5553e-11,2.7143e-11
0,0,8.792,1.1854e+06,41.22,40.496,297.24,0.0099869,2.9272e-11,2.8418e-11
0,0,10.979,5.5783e+05,41.007,42.775,292.3,0.0060811,3.2635e-11,2.9278e-11
0,0,12.901,1.568e+05,43.34,43.053,286.19,0.0063156,3.0725e-11,3.264e-11
0,0,19.951,33440,44.379,42.01,286.18,0.0089271,3.0176e-11,3.0656e-11
0,0,6.319,1.5104e+06,42.854,42.189,289.53,0.0075806,3.2252e-11,2.6961e-11
0,0,17.897,1.0866e+05,43.095,40.856,291.74,0.0028901,3.2378e-11,2.9277e-11
0,0,21.002,49389,43.13,41.336,290.66,0.0073389,3.1535e-11,2.7382e-11
0,0,8.6524,9.068e+05,41.314,42.024,293.3,0.0089755,3.1567e-11,2.834e-11
0,0,14.57,1.3985e+05,44.521,42.294,285.38,0.0074828,3.5479e-11,2.8787e-11
0,0,13.557,2.1013e+05,41.321,42.977,291.01,0.0078777,2.9708e-11,2.8758e-11
0,0,19.712,55707,43.572,41.097,290.27,0.0071747,3.9603e-11,3.0304e-11
0.003866,0.66667,5.2572,1.6379e+06,42.201,42.772,289.6,0.0078846,3.7128e-11,3.1173e-11
0,0,13.939,2.3473e+05,40.949,43.16,291.41,0.0055817,3.3021e-11,3.1084e-11
0,0,8.8134,7.049e+05,43.512,40.899,290.79,0.011098,3.2281e-11,2.6226e-11
0,0,18.544,52811,44.907,40.798,287.82,0.0041712,2.9028e-11,3.1193e-11
0,0,8.958,1.2192e+06,41.559,40.908,295.52,0.0073069,3.0022e-11,3.4094e-11
0,0,8.1971,9.4361e+05,41.105,42.807,291.91,0.0089564,3.8374e-11,3.0933e-11
0,0,18.787,40594,43.053,44.301,283.9,0.0046603,3.1004e-11,3.0267e-11
0.0012887,0.33333,5.3385,7.7412e+05,43.829,43.591,283.56,0.0045543,3.6814e-11,2.6134e-11
0,0,10.1,4.8881e+05,39.919,44.298,291.68,0.0095742,2.909e-11,3.1126e-11
0,0,11.681,2.5226e+05,43.86,44.148,282.56,0.0033588,3.313e-11,2.7693e-11
0,0,20.996,46131,42.973,41.56,290.65,0.0099486,3.2694e-11,2.6497e-11
0,0,20.734,26950,43.335,43.165,285.84,0.0052333,3.595e-11,2.9082e-11
0,0,15.782,1.913e+05,43.122,41.539,290.63,0.011907,2.5416e-11,3.0194e-11
0,0,24.975,14008,41.531,44.511,287.2,0.0082194,3.2115e-11,3.0469e-11
0,0,20.673,53164,42.723,41.526,291.12,0.0093343,3.5165e-11,2.9601e-11
0,0,17.593,64326,42.958,43.281,286.42,0.0078668,3.3651e-11,2.8038e-11
0,0,13.081,1.7153e+05,43.044,42.702,287.45,0.0089602,3.4593e-11,3.5411e-11
0,0,7.2407,3.637e+05,45.867,42.55,281.64,0.0051884,3.1732e-11,2.687e-11
0,0,14.096,1.451e+05,41.262,44.772,287.06,0.008703,3.385e-11,2.7849e-11
0,0,15.562,1.6909e+05,41.461,41.749,293.48,0.0093512,3.592e-11,2.9757e-11
0,0,17.329,1.5743e+05,40.744,42.43,293.89,0.012858,3.1526e-11,2.7384e-11
0,0,21.25,39220,41.945,43.091,289.22,0.006541,3.9901e-11,2.6201e-11
0,0,10.536,1.1031e+06,39.023,41.718,299.94,0.012179,3.0415e-11,3.0333e-11
0.0064433,0.66667,5.7634,1.2363e+06,44.978,40.186,289.3,0.0074116,3.4977e-11,2.9038e-11
0,0,22.683,14056,42.315,45.097,283.71,0.0047968,3.7162e-11,2.8373e-11
0,0,11.389,3.1622e+05,44.697,39.922,290.58,0.0071225,3.4649e-11,3.1973e-11
0,0,15.402,95451,42.408,43.429,287.24,0.0033124,3.0295e-11,2.9092e-11
0,0,24.896,20338,42.008,41.278,293.29,0.010823,3.5223e-11,3.112e-11
0,0,11.273,3.9083e+05,43.926,40.768,290.07,0.0050561,3.6414e-11,3.6958e-11
0,0,16.259,80311,43.672,42.804,285.82,0.006924,2.7523e-11,2.7057e-11
0,0,13.614,1.2944e+05,42.838,43.673,285.57,0.003634,3.3033e-11,3.1914e-11
0,0,18.943,44893,43.645,42.517,286.83,0.0041751,3.324e-11,2.953e-11
0,0,12.468,1.9914e+05,45.724,39.807,288.51,0.0096212,3.6379e-11,3.244e-11
0,0,11.088,3.4016e+05,45.227,40.598,287.89,0.007802,3.0872e-11,3.4285e-11
0,0,14.388,1.6093e+05,44.588,41.832,286.25,0.0091499,3.3426e-11,3.2514e-11
0,0,12.019,4.4207e+05,40.532,42.462,294.18,0.0087856,3.9612e-11,2.5704e-11
0,0,16.442,1.7016e+05,40.366,42.404,294.69,0.0049901,3.2457e-11,2.9768e-11
0,0,13.643,1.8867e+05,42.462,43.893,286.31,0.00667,3.6612e-11,3.1162e-11
0,0,9.9197,5.7878e+05,44.492,41.782,286.72,0.0065584,3.1187e-11,2.6858e-11
0,0,19.322,32387,41.835,44.786,285.93,0.0084951,2.9774e-11,3.1272e-11
0,0,10.123,4.1182e+05,44.083,43.483,283.7,0.0048278,3.0561e-11,2.9554e-11
0,0,11.218,3.4884e+05,43.944,40.914,289.82,0.0080537,2.9467e-11,2.836e-11
0,0,22.259,23198,45.035,40.234,288.9,0.0054462,2.9672e-11,3.0773e-11
0,0,24.782,9050.9,45.437,41.668,284.62,0.0081787,2.9195e-11,2.4898e-11
0,0,16.087,65165,43.951,44.895,280.73,0.0038054,3.2711e-11,2.7546e-11
0,0,20.158,76957,42.915,41.682,290.5,0.007929,3.2421e-11,2.9327e-11
0,0,9.0059,7.6556e+05,40.929,42.554,292.91,0.0078632,3.2374e-11,2.8598e-11
0,0,19.485,91428,41.04,41.889,294.48,0.0083507,3.3713e-11,2.9406e-11
0,0,16.751,87070,42.067,42.981,289.22,0.0082638,3.1904e-11,2.8646e-11
0,0,15.369,1.2573e+05,42.197,42.734,289.36,0.0094947,3.0709e-11,3.2563e-11
0,0,6.5539,6.8085e+05,42.616,44.164,285.26,0.0088606,4.0013e-11,3.2541e-11
0,0,16.156,2.387e+05,40.306,41.469,297.21,0.0068251,3.9968e-11,3.3794e-11
0,0,11.325,7.7555e+05,41.632,41.202,294.91,0.010741,3.3463e-11,2.9066e-11
0,0,24.805,8396.1,43.666,43.716,283.76,0.0056236,3.595e-11,3.0121e-11
0,0,15.818,1.0486e+05,42.866,42.574,288.38,0.0079908,3.3532e-11,3.1192e-11
0,0,18.621,91355,43.052,40.037,294.19,0.010742,3.0343e-11,3.8462e-11
0,0,11.182,8.4004e+05,39.675,41.514,298.68,0.0091513,3.2257e-11,3.1484e-11
0,0,16.35,2.2737e+05,41.435,42.109,293.03,0.010106,3.1029e-11,3.1e-11
0,0,24.554,17882,42.475,43.814,286.66,0.0079506,3.7774e-11,2.7181e-11
0,0,22.867,12821,41.441,45.823,284.29,0.0047868,3.5232e-11,2.6196e-11
0,0,20.668,47128,43.373,40.964,290.84,0.0066671,3.429e-11,2.8843e-11
0,0,9.1297,7.5079e+05,42.064,42.817,289.71,0.0090332,3.2165e-11,2.9589e-11
0,0,14.168,1.3807e+05,43.482,43.499,284.86,0.0075755,2.503e-11,2.6854e-11
0,0,8.2926,3.4576e+05,44.006,43.435,283.83,0.0056826,3.2481e-11,2.9472e-11
0,0,23.214,22653,42.939,41.323,291.11,0.0088514,3.2866e-11,3.0066e-11
0,0,23.331,22632,45.043,41.262,286.95,0.0088851,3.7194e-11,3.0358e-11
0,0,24.777,19002,43.986,39.866,292.23,0.0084035,2.9249e-11,3.1144e-11
0,0,7.1818,1.9199e+06,42.602,41.597,291.71,0.0048763,3.3517e-11,2.9182e-11
0,0,18.671,49953,43.096,42.64,287.93,0.0068534,3.6859e-11,2.7955e-11
0,0,16.436,1.6528e+05,41.101,42.1,293.81,0.0074628,3.0239e-11,2.7818e-11
0,0,18.83,61159,41.79,43.46,288.77,0.010172,2.955e-11,3.3815e-11
0,0,8.2274,9.3901e+05,43.966,41.121,289.64,0.0097202,2.8415e-11,2.7371e-11
0,0,20.529,48389,43.799,41.287,289.28,0.0097745,3.1019e-11,3.0906e-11
0,0,24.139,9500.9,43.887,44.568,281.54,0.0050526,3.7119e-11,2.62e-11
0,0,22.415,38790,41.783,43.202,289.57,0.0065234,3.0285e-11,3.0291e-11
0,0,8.8896,8.7289e+05,43.256,39.9,294.12,0.0073536,2.8556e-11,2.9244e-11
0,0,18.739,49904,42.472,42.926,288.32,0.0034941,3.2434e-11,3.1273e-11
0,0,7.4925,1.2149e+06,41.019,43.187,291.45,0.0070002,3.6286e-11,3.3528e-11
0,0,15.078,4.1763e+05,39.346,40.938,301.01,0.010389,3.4799e-11,2.6924e-11
0,0,16.772,1.2246e+05,40.57,43.208,292.25,0.0065675,3.1152e-11,3.5935e-11
0,0,9.4161,5.2758e+05,41.07,43.476,290.48,0.0087212,3.4875e-11,2.9539e-11
0,0,20.392,42582,43.795,40.973,289.86,0.0076576,3.4593e-11,2.7857e-11
0,0,15.95,2.3035e+05,41.859,41.793,292.87,0.0091858,3.091e-11,3.1648e-11
0,0,14.822,3.1983e+05,43.444,39.388,295.1,0.013903,3.1103e-11,2.9533e-11
0,0,22.225,50140,40.854,41.803,294.85,0.006312,3.4628e-11,3.4168e-11
0,0,12.721,1.6065e+05,42.253,44.019,286.5,0.006144,3.3349e-11,3.2556e-11
0,0,23.354,20339,44.304,40.295,290.36,0.0063369,3.1519e-11,2.9458e-11
0,0,15.11,1.9166e+05,43.876,40.923,290.1,0.0050637,3.6664e-11,3.1195e-11
0,0,19.279,34808,44.096,43.178,284.36,0.0069459,3.0024e-11,2.888e-11
0,0,14.024,2.1173e+05,42.711,42.097,289.9,0.0057418,3.5413e-11,2.8494e-11
0,0,9.2369,9.9189e+05,42.451,39.915,296.1,0.01126,3.2133e-11,2.6976e-11
0,0,19.599,26571,44.338,44.051,281.6,0.0056784,3.1181e-11,2.65e-11
0,0,23.563,26029,42.43,41.459,292.1,0.0078354,3.7143e-11,3.109e-11
0,0,7.8005,1.0568e+06,41.685,41.42,293.69,0.0081587,3.1221e-11,2.9249e-11
0,0,21.257,31613,41.872,43.167,289.3,0.0049227,3.607e-11,3.1277e-11
0,0,11.911,4.1336e+05,41.833,41.634,293.24,0.0061476,2.9489e-11,3.8156e-11
0,0,10.129,7.4875e+05,42.309,40.232,295.28,0.0079423,3.4464e-11,2.9048e-11
0,0,13.084,2.0418e+05,40.457,44.693,289.12,0.0066774,3.6367e-11,3.0163e-11
0,0,7.5859,8.8088e+05,43.921,40.702,290.38,0.010506,3.0296e-11,2.8831e-11
0,0,14.515,1.5583e+05,43.275,41.406,290.25,0.008198,3.278e-11,2.8908e-11
0.007732,0.66667,5.7516,1.8252e+06,43.664,40.041,292.57,0.006637,3.5428e-11,2.9268e-11
0,0,24.583,14035,40.053,45.232,288.96,0.0058589,3.6717e-11,3.0123e-11
0,0,9.5398,4.6951e+05,41.653,43.698,288.93,0.010628,3.0214e-11,3.1711e-11
0,0,15.928,2.2349e+05,42.341,40.592,294.62,0.012219,3.0571e-11,3.4052e-11
0,0,5.906,7.3014e+05,41.542,45.075,285.73,0.0083228,3.2873e-11,3.2867e-11
0,0,19.363,22894,45.656,43.278,280.36,0.0037072,3.2209e-11,3.323e-11
0,0,22.826,35599,40.498,42.265,294.58,0.010875,3.72e-11,2.8206e-11
0,0,22.587,56047,39.663,41.928,297.78,0.017604,3.1428e-11,2.8927e-11
0,0,9.2393,6.4667e+05,40.287,43.525,292.32,0.0080035,3.0591e-11,2.8238e-11
0,0,8.8494,2.1558e+06,39.023,40.392,303.25,0.017362,3.1263e-11,3.3878e-11
0,0,19.333,1.0041e+05,42.333,40.927,293.71,0.014058,3.3083e-11,2.8385e-11
0,0,21.194,61052,41.762,42.707,290.93,0.0093354,3.1008e-11,3.0225e-11
0.0012887,0.33333,6.2079,8.7868e+05,42.311,43.681,287.16,0.0035387,3.6043e-11,2.8702e-11
0,0,9.3023,7.6409e+05,41.222,42.058,293.41,0.0085579,3.6679e-11,3.2889e-11
0,0,23.066,48560,40.962,41.594,295.3,0.0074666,3.155e-11,2.9037e-11
0,0,11.922,1.296e+05,44.203,43.956,282.23,0.0066417,3.0341e-11,3.3434e-11
0,0,20.743,35792,44.15,41.481,287.91,0.0081363,3.1096e-11,2.8982e-11
0,0,17.188,69482,44.062,42.625,285.62,0.0045757,3.3869e-11,3.3694e-11
0,0,18.08,70787,43.778,40.803,290.58,0.0099865,3.1445e-11,3.1223e-11
0,0,20.891,48106,42.029,41.889,291.86,0.01145,3.6603e-11,2.6378e-11
0,0,8.2544,7.427e+05,41.057,42.97,291.95,0.0074711,3.4941e-11,3.0358e-11
0.0012887,0.33333,8.1386,6.8774e+05,43.017,41.886,289.39,0.0059096,3.4641e-11,2.9112e-11
0,0,13.746,1.5459e+05,42.323,43.057,288.23,0.0060847,3.0853e-11,2.9862e-11
0,0,11.032,2.4777e+05,42.85,43.3,286.66,0.008252,3.4819e-11,3.0907e-11
0,0,17.929,34911,44.962,43.379,281.64,0.0047145,3.1456e-11,3.2494e-11
0,0,9.8478,6.805e+05,41.31,42.613,292.18,0.011726,3.541e-11,3.2363e-11
0,0,11.337,5.7518e+05,42.127,42.019,291.56,0.0077973,3.5127e-11,2.8415e-11
0,0,16.974,1.0699e+05,41.806,42.844,290.28,0.0088843,3.1345e-11,2.8257e-11
0,0,22.287,32399,42.541,42.186,289.98,0.0040564,3.0114e-11,2.9566e-11
0,0,11.036,5.4802e+05,40.935,42.966,292.11,0.0097204,3.2636e-11,2.9591e-11
0,0,22.223,22568,45.303,40.353,288.29,0.010878,3.6856e-11,2.9396e-11
0,0,12.613,1.5553e+05,43.62,43.811,283.57,0.0027321,3.341e-11,2.9658e-11
0,0,22.835,48711,43.646,41.052,290.72,0.014483,3.5548e-11,2.5543e-11
0,0,16.562,83336,43.003,42.239,288.5,0.0048806,3.3579e-11,2.68e-11
0,0,21.858,49414,44.376,43.364,283.67,0.0042132,2.953e-11,3.1567e-11
0,0,14.541,2.6478e+05,42.454,41.206,292.7,0.0057602,3.4153e-11,3.0329e-11
0,0,13.219,2.2774e+05,41.33,43.029,290.74,0.003989,3.0566e-11,2.9023e-11
0,0,24.412,19151,44.04,39.839,292.17,0.0092939,3.2236e-11,2.765e-11
0,0,16.135,1.692e+05,42.008,42.675,290.44,0.0094852,3.1705e-11,2.8459e-11
0,0,15.153,1.2939e+05,44.224,40.619,289.77,0.0090623,2.789e-11,2.881e-11
0,0,20.006,63756,42.356,40.982,293.5,0.011254,3.2102e-11,2.8986e-11
0,0,17.036,1.4755e+05,43.462,39.176,295.18,0.010608,2.7218e-11,3.0881e-11
0,0,21.916,13321,45.067,43.201,281.7,0.0054343,3.055e-11,2.8869e-11
0,0,17.563,86690,42.564,42.439,289.28,0.0064047,3.3084e-11,3.2443e-11
0,0,21.86,90327,41.365,40.573,297.2,0.015857,3.543e-11,2.7033e-11
0,0,12.838,2.1095e+05,45.343,40.885,286.98,0.0086234,3.3028e-11,2.9404e-11
0,0,21.927,18378,44.381,42.653,284.73,0.0081802,3.5227e-11,2.865e-11
0,0,8.5705,1.0137e+06,41.054,43.132,291.44,0.0061685,3.0827e-11,2.8226e-11
0,0,11.597,3.7695e+05,44.687,41.121,288.08,0.0082945,3.3147e-11,2.8553e-11
0,0,21.861,50066,40.452,42.33,294.81,0.0099587,3.1142e-11,3.0473e-11
0,0,15.35,1.8391e+05,42.344,43.395,287.79,0.006474,3.2587e-11,2.837e-11
0,0,21.154,60007,41.927,41.077,294.64,0.011811,3.6401e-11,2.6863e-11
0,0,24.697,9541,43.778,44.184,282.48,0.0051776,3.7213e-11,2.83e-11
0,0,10.416,7.7655e+05,40.134,41.926,296.28,0.0078924,3.3072e-11,2.9314e-11
0,0,12.704,1.7773e+05,43.875,42.733,285.53,0.0078214,2.9453e-11,3.4008e-11
0,0,8.4873,1.9803e+06,40.659,39.344,301.57,0.016373,3.0833e-11,3.1725e-11
0,0,10.385,4.1376e+05,42.091,42.924,289.44,0.0036989,3.3588e-11,3.2274e-11
0,0,17.654,1.4434e+05,41.913,41.189,294.5,0.011775,3.4331e-11,3.0995e-11
0,0,13.205,3.3593e+05,40.87,42.355,293.68,0.0044578,3.1625e-11,3.2596e-11
0,0,19.944,29566,45.208,41.776,284.77,0.0056263,3.2121e-11,3.2131e-11
0,0,10.533,4.6382e+05,43.244,42.566,287.68,0.0090856,3.3019e-11,2.6569e-11
0,0,24.376,29277,42.129,41.459,293.06,0.0088425,3.6603e-11,2.9e-11
0,0,14.13,1.4399e+05,45.047,40.845,287.41,0.0070333,2.9444e-11,2.9104e-11
0,0,6.2531,6.6825e+05,42.356,44.822,284.32,0.0047905,3.0135e-11,2.8998e-11
0,0,7.3484,5.199e+05,43.643,42.978,285.42,0.0056365,3.3026e-11,3.3004e-11
0,0,16.665,1.3492e+05,43.6,40.193,292.43,0.0076549,3.5474e-11,3.0959e-11
0,0,19.818,36431,43.815,42.713,285.67,0.0028159,3.1898e-11,3.3787e-11
0,0,16.019,2.3672e+05,42.184,42.628,290.3,0.010068,2.9957e-11,2.8127e-11
0,0,12.875,2.7527e+05,41.683,44.228,287.41,0.0043716,3.239e-11,2.6356e-11
0,0,24.173,22583,42.05,42.362,290.71,0.00607,3.0364e-11,2.744e-11
0,0,10.941,3.4193e+05,42.159,44.161,286.57,0.0082974,3.2285e-11,3.2195e-11
0,0,13.814,3.4336e+05,42.485,40.133,295.13,0.0074016,3.2782e-11,2.9076e-11
0,0,23.577,14188,45.772,40.319,287.12,0.0055513,3.0977e-11,3.0312e-11
0,0,18.121,67041,42.767,42.744,288.15,0.0059415,2.9791e-11,3.3856e-11
0,0,12.333,3.8786e+05,42.543,42.176,290.14,0.0090039,3.2639e-11,4.0304e-11
0.0025773,0.33333,5.8109,6.6495e+05,44.576,42.432,284.78,0.0054866,2.9818e-11,2.8231e-11
0,0,17.238,66437,42.821,42.857,287.68,0.0062041,3.1861e-11,3.2444e-11
0,0,8.7776,7.292e+05,42.868,42.571,288.4,0.0097708,3.3149e-11,3.1771e-11
0,0,12.032,2.9138e+05,43.209,42.145,288.55,0.0056632,2.9255e-11,2.895e-11
0,0,14.435,2.8453e+05,42.29,42.464,290.14,0.0052081,3.5395e-11,2.9529e-11
0,0,5.7709,5.1691e+05,44.19,44.313,281.18,0.0039458,3.0754e-11,2.9113e-11
0,0,18.923,1.1722e+05,42.085,41.089,294.05,0.01226,3.0867e-11,2.9609e-11
0,0,18.194,94106,41.491,41.9,293.26,0.0066614,3.4265e-11,2.5937e-11
0,0,11.459,2.3115e+05,42.873,43.878,285.27,0.0064347,3.1096e-11,3.1815e-11
0,0,23.041,32051,42.584,42.013,290.35,0.0036125,3.3556e-11,3.204e-11
0,0,14.976,78104,43.756,43.837,283.16,0.003391,3.0711e-11,2.7315e-11
0.012887,0.66667,5.4382,1.716e+06,42.592,42.381,289.6,0.0044134,2.9639e-11,2.7269e-11
0,0,7.2977,4.7556e+05,45.737,41.465,284.53,0.0049617,3.7707e-11,3.0349e-11
0,0,10.874,3.6577e+05,43.385,41.712,289.1,0.0061794,3.149e-11,3.0534e-11
0,0,21.563,16627,44.261,43.129,283.67,0.0048769,2.7896e-11,3.8864e-11
0,0,19.624,48326,42.477,42.258,289.8,0.0076962,3.2137e-11,3.1657e-11
0,0,21.687,37516,41.242,42.341,292.62,0.0064977,2.9903e-11,3.1774e-11
0,0,15.229,3.3911e+05,42.089,39.833,296.82,0.007173,3.7293e-11,2.6135e-11
0,0,14.341,4.2856e+05,39.596,41.097,299.84,0.013164,3.9147e-11,2.6846e-11
0,0,6.9661,9.2647e+05,41.827,42.814,290.51,0.01106,3.0945e-11,3.0154e-11
0,0,16.876,1.6667e+05,41.605,41.455,294.14,0.01277,3.1822e-11,2.9753e-11
0,0,16.687,1.9902e+05,41.973,39.827,297.13,0.010695,3.1294e-11,3.048e-11
0,0,22.668,25959,44.039,40.148,291.33,0.00831,3.7773e-11,3.3134e-11
0,0,18.785,69022,40.543,43.938,290.61,0.0049984,3.036e-11,3.3365e-11
0,0,22.877,56098,41.77,40.089,297.25,0.0095681,3.0162e-11,3.1101e-11
0.012887,0.66667,5.6352,2.1861e+06,41.632,40.776,295.51,0.01196,3.5948e-11,3.3345e-11
0,0,20.086,31026,43.859,44.595,281.57,0.0048977,3.7731e-11,2.5848e-11
0,0,6.7626,2.379e+06,40.459,41.135,297.47,0.005946,3.5184e-11,2.8646e-11
0,0,10.091,6.1292e+05,42.713,42.059,290.12,0.0048001,3.1127e-11,2.8098e-11
0,0,12.682,1.6637e+05,44.451,42.093,285.87,0.0073192,3.7802e-11,2.8493e-11
0,0,13.291,2.8101e+05,43.325,40.011,293.3,0.0059114,3.3248e-11,2.5372e-11
