meanBER_nc,meanPER_nc,SNRpercomm_nc,meanAWGN_POWER_nc,meanUP_LOSS_nc,meanDOWN_LOSS_nc,meanTEMPERATURE_nc,meanWV_DENSITY_nc,meanUP_THERMAL_POWER_nc,meanDW_THERMAL_POWER_nc
0,0,24.671,15286,40.917,43.588,290.5,0.0077322,3.8237e-11,3.1512e-11
0,0,17.918,94089,41.701,41.781,292.9,0.0062654,3.2955e-11,3.1697e-11
0.036082,0.66667,6.3103,1.3602e+06,43.87,41.423,288.88,0.010018,3.4085e-11,2.987e-11
0,0,21.039,17813,43.601,43.928,283.24,0.0048626,3.452e-11,3.0616e-11
0,0,23.699,13875,45.329,41.149,286.25,0.0067905,3.2008e-11,2.7892e-11
0,0,16.661,3.7728e+05,39.399,39.327,304.73,0.015636,3.3469e-11,2.8343e-11
0,0,24.746,31987,41.271,40.1,298.01,0.010539,3.8822e-11,3.5536e-11
0.0025773,0.33333,9.8116,4.3511e+05,41.572,44.566,286.77,0.0057875,3.3938e-11,3.261e-11
0,0,22.36,14677,42.982,44.68,283.4,0.0073788,3.6867e-11,3.196e-11
0,0,22.771,22403,42.903,41.86,290.17,0.0082939,3.2002e-11,2.7003e-11
0.059278,0.66667,5.3986,6.7178e+05,44.98,42.339,283.9,0.0041517,3.0688e-11,3.3838e-11
0,0,19.129,76169,42.771,40.573,293.27,0.0066973,2.7889e-11,3.7627e-11
0.007732,0.66667,8.994,6.6589e+05,41.403,43.98,288.72,0.010345,3.5759e-11,2.6261e-11
0,0,19.411,49735,42.71,42.373,289.12,0.0033517,3.126e-11,3.062e-11
0,0,13.274,5.3118e+05,40.952,39.994,299.1,0.0086252,3.3607e-11,2.8057e-11
0.020619,0.66667,7.6945,1.239e+06,41.117,41.786,294.31,0.012612,3.4199e-11,2.515e-11
0,0,17.435,1.5856e+05,40.63,41.091,297.29,0.010821,2.9429e-11,3.4562e-11
0,0,15.48,1.3e+05,44.016,42.145,286.82,0.0083884,3.3029e-11,2.8658e-11
0,0,22.692,18097,44.106,42.53,285.53,0.0029449,2.7134e-11,2.5972e-11
0,0,13.22,3.5042e+05,41.833,41.451,293.38,0.010634,3.3785e-11,2.9607e-11
0,0,17.407,68934,43.131,42.227,288.45,0.0028401,4.3391e-11,2.542e-11
0.0051546,0.66667,9.2316,8.7535e+05,41.977,40.887,294.62,0.01204,3.1375e-11,3.5127e-11
0,0,17.055,86118,42.908,42.54,288.16,0.0070002,3.2054e-11,3.0282e-11
0.033505,0.66667,6.4397,1.8966e+06,44.447,41.008,289.17,0.010068,3.977e-11,2.8946e-11
0,0,12.009,2.7368e+05,43.027,42.931,287.37,0.010094,3.0205e-11,2.6712e-11
0,0,12.602,1.6868e+05,42.863,43.774,285.56,0.0063551,3.7867e-11,3.0129e-11
0.0064433,0.66667,8.7078,3.5604e+05,44.309,42.807,284.25,0.0039503,3.9008e-11,2.8059e-11
0.0012887,0.33333,10.558,2.4955e+05,44.153,43.622,283.28,0.0066178,3.4788e-11,3.5012e-11
0,0,19.942,45754,41.792,44.061,287.47,0.0065626,3.3813e-11,2.9609e-11
0.0012887,0.33333,10.245,3.1271e+05,44.907,41.66,285.74,0.0045604,3.1938e-11,3.2836e-11
0,0,21.403,30369,41.464,44.153,288.19,0.0090571,3.1116e-11,3.2977e-11
0,0,23.761,28145,41.272,42.357,292.58,0.012011,3.7518e-11,3.2676e-11
0,0,20.554,47109,41.703,42.27,291.82,0.0069272,3.9773e-11,2.6798e-11
0,0,24.865,8532.1,42.199,44.748,284.81,0.0061714,3.1022e-11,2.7424e-11
0.0025773,0.33333,9.7921,6.5869e+05,40.736,42.661,293.11,0.0060762,3.9282e-11,2.7634e-11
0,0,13.468,2.1096e+05,43.612,43.774,284.15,0.0064941,3.2904e-11,3.1003e-11
0.028351,0.66667,6.4246,1.4356e+06,42.488,40.76,293.31,0.0057912,3.4209e-11,2.6156e-11
0,0,20.25,55325,41.711,42.934,290.15,0.0036163,3.4529e-11,3.32e-11
0,0,11.888,5.8569e+05,42.948,38.667,297.7,0.012371,3.228e-11,2.851e-11
0,0,23.481,16846,42.949,42.827,287.96,0.0067287,2.8056e-11,3.6406e-11
0.0012887,0.33333,9.3087,3.2537e+05,41.972,45.049,284.6,0.0033509,2.6769e-11,3.2716e-11
0.021907,0.66667,7.6212,9.0624e+05,43.786,40.925,290.25,0.0064562,3.0774e-11,2.5266e-11
0,0,13.949,1.3917e+05,42.708,44.241,285.13,0.0095419,4.2623e-11,2.4856e-11
0.003866,0.66667,9.4096,4.776e+05,43.418,41.874,288.47,0.0028061,3.107e-11,2.7395e-11
0,0,13.14,2.1995e+05,44.002,40.899,289.56,0.0058767,4.1107e-11,2.5138e-11
0,0,11.193,3.7226e+05,42.48,41.708,291.26,0.0066059,3.4017e-11,3.2625e-11
0,0,9.6142,4.4914e+05,42.524,43.065,287.85,0.0065556,3.5102e-11,3.5937e-11
0,0,10.953,3.2897e+05,41.466,44.415,287.31,0.0046838,3.3957e-11,3.8902e-11
0,0,18.684,63475,41.624,43.614,288.77,0.0030296,3.4526e-11,3.122e-11
0,0,23.613,29310,42.508,42.571,289.41,0.006843,3.5466e-11,2.4687e-11
0.0090206,1,8.6647,7.312e+05,41.767,42.294,291.42,0.0077328,2.861e-11,2.4221e-11
0,0,13.274,3.6897e+05,40.22,42.506,294.85,0.010363,4.4765e-11,2.8413e-11
0,0,24.433,21531,42.093,41.404,292.94,0.010048,3.4598e-11,3.2572e-11
0,0,19.298,55743,41.032,43.551,290.54,0.0068089,2.6796e-11,3.4645e-11
0,0,11.357,5.4663e+05,42.194,40.354,295.21,0.0091463,3.2052e-11,2.9388e-11
0,0,13.726,1.5318e+05,43.59,42.362,287.07,0.0038745,2.6401e-11,3.187e-11
0.016753,0.66667,7.7626,7.2781e+05,41.694,43.573,288.74,0.0061412,3.2805e-11,2.8541e-11
0,0,24.105,14519,44.531,40.855,288.44,0.0019503,3.4848e-11,2.8336e-11
0,0,19.992,43863,43.612,42.684,286.49,0.0062988,4.3235e-11,2.7535e-11
0,0,18.611,1.067e+05,40.911,41.176,296.34,0.0113,3.7943e-11,3.0235e-11
0,0,15.261,1.7223e+05,43.743,40.433,291.43,0.0085772,2.8777e-11,3.6016e-11
0,0,10.547,2.8477e+05,44.231,42.584,285.12,0.006727,2.9813e-11,3.3003e-11
0,0,17.396,1.4276e+05,41.329,40.82,295.91,0.0072369,2.7768e-11,3.604e-11
0,0,17.019,1.3461e+05,41.789,40.991,294.46,0.011427,3.2792e-11,3.3075e-11
0.036082,0.66667,7.0478,1.3229e+06,43.388,41.209,290.76,0.010598,3.0385e-11,3.2049e-11
0,0,22.728,18850,43.72,43.633,284.11,0.0055164,3.1731e-11,2.4515e-11
0,0,12.446,5.1948e+05,40.608,41.116,297.11,0.0062285,2.777e-11,2.7145e-11
0,0,18.897,15887,45.951,44.178,277.64,0.0048535,3.5072e-11,3.4795e-11
0,0,21.761,17162,42.41,45.443,283.08,0.005395,2.5785e-11,3.1466e-11
0,0,14.837,60873,43.344,45.125,281.18,0.0040047,3.3738e-11,3.0789e-11
0,0,24.969,10920,41.675,44.159,287.44,0.0063654,2.7066e-11,2.6636e-11
0,0,20.503,66342,42.104,40.59,294.9,0.009926,2.802e-11,2.9388e-11
0.07732,1,5.0202,1.4394e+06,43.536,41.798,288.49,0.0048625,2.7471e-11,3.2693e-11
0,0,13.581,2.3922e+05,41.202,42.531,292.64,0.010525,3.7181e-11,3.2507e-11
0,0,11.301,1.1824e+05,43.879,45.11,280.05,0.0040088,3.5295e-11,3.0611e-11
0.024485,0.66667,7.4708,1.0381e+06,43.134,43.445,286.02,0.0087014,3.286e-11,2.5857e-11
0,0,18.044,98191,41.16,41.936,293.81,0.0075411,4.2187e-11,3.6327e-11
0,0,15.603,2.9518e+05,39.96,41.075,298.9,0.011713,3.1318e-11,3.5256e-11
0.037371,0.66667,6.9218,2.2981e+06,39.779,40.671,300.29,0.012651,3.8006e-11,2.7973e-11
0,0,24.82,10199,43.845,42.873,285.43,0.0068443,3.645e-11,2.6569e-11
0.06701,0.66667,5.674,1.4114e+06,44.773,39.137,292.28,0.0066841,3.451e-11,2.7337e-11
0,0,10.858,3.7316e+05,42.445,42.795,288.83,0.0070109,4.3547e-11,3.2575e-11
0,0,11.167,1.3324e+05,43.499,45.224,280.7,0.0035731,2.8976e-11,2.7428e-11
0,0,21.621,59987,42.817,39.029,297.04,0.0082074,3.7545e-11,3.5679e-11
0,0,20.574,48073,42.632,42.819,288.4,0.0063377,3.9693e-11,3.4161e-11
0.0012887,0.33333,9.8201,1.1637e+06,42.762,38.963,297.57,0.0099365,2.6776e-11,3.3446e-11
0,0,17.018,71888,44.998,41.471,286.07,0.0056751,3.3569e-11,3.3612e-11
0,0,20.202,22757,44.741,42.687,283.53,0.0021581,3.0392e-11,3.3906e-11
0.011598,0.66667,8.5159,5.1219e+05,42.245,43.381,287.99,0.003923,3.7545e-11,2.8099e-11
0,0,11.64,3.5691e+05,42.965,40.942,291.99,0.010473,3.1595e-11,3.2354e-11
0,0,23.929,33225,42.046,41.052,293.98,0.0091293,3.6794e-11,3.0526e-11
0,0,15.365,1.878e+05,43.038,40.235,293.47,0.0097633,3.4241e-11,2.8129e-11
0.0012887,0.33333,11.121,6.3384e+05,40.431,41.53,296.61,0.011408,3.1296e-11,3.3256e-11
0.025773,0.66667,7.3645,9.5138e+05,43.353,40.799,291.29,0.0075795,3.6303e-11,3.1811e-11
0,0,18.255,25975,44.441,44.602,280.02,0.003345,2.7741e-11,2.9086e-11
0,0,24.027,16373,42.898,41.974,289.84,0.006439,2.7934e-11,2.7355e-11
0,0,15.145,72286,45.353,42.143,283.66,0.0068442,3.6443e-11,2.6976e-11
0,0,15.056,81849,43.359,44.264,283.32,0.002074,3.6388e-11,2.9455e-11
0.0012887,0.33333,11.716,2.8824e+05,42.598,42.609,288.71,0.0079298,3.3815e-11,2.9108e-11
0,0,10.579,3.7774e+05,42.99,41.854,289.69,0.0049321,4.0004e-11,3.3702e-11
0.034794,0.66667,6.9875,1.0558e+06,41.471,42.959,290.75,0.0066032,3.6401e-11,3.0773e-11
0,0,17.127,2.606e+05,41.147,38.668,301.86,0.0051373,3.4224e-11,2.8685e-11
0,0,17.388,1.1981e+05,43.59,40.82,291.14,0.0073335,2.8681e-11,2.6482e-11
0,0,14.766,2.1941e+05,42.979,41.145,291.46,0.0068446,3.077e-11,2.9236e-11
0,0,21.873,57595,39.343,42.805,296.44,0.014351,3.2897e-11,2.9648e-11
0,0,10.208,2.2893e+05,43.973,44.015,282.44,0.004973,3.0755e-11,3.1867e-11
0.0012887,0.33333,9.127,6.4214e+05,42.616,42.026,290.19,0.0048282,3.7245e-11,2.8929e-11
0,0,22.633,31591,43.31,42.438,287.8,0.0075418,3.909e-11,3.4458e-11
0,0,18.842,1.1225e+05,41.011,41.537,295.37,0.010275,3.3091e-11,3.0009e-11
0,0,13.556,1.9603e+05,42.22,43.022,288.74,0.0093923,2.9202e-11,2.9682e-11
0,0,15.312,76234,44.375,42.513,285.05,0.0060336,3.1108e-11,3.1572e-11
0,0,21.359,30630,43.486,41.451,289.57,0.0072964,3.1297e-11,3.6461e-11
0.0090206,0.66667,8.2816,9.2683e+05,42.802,40.816,292.81,0.011388,2.9826e-11,2.8956e-11
0,0,23.259,36340,39.251,43.623,294.86,0.0062177,3.1468e-11,2.9999e-11
0,0,16.718,58288,42.883,44.906,282.88,0.0043741,3.2244e-11,3.0888e-11
0,0,12.417,2.2959e+05,41.688,44.343,286.93,0.003401,3.1613e-11,2.6991e-11
0,0,18.602,40531,45.101,42.322,283.85,0.0064449,3.498e-11,3.6428e-11
0.0012887,0.33333,10.467,5.2639e+05,40.388,43.12,292.97,0.0085091,2.553e-11,3.2975e-11
0,0,15.948,2.6514e+05,41.856,41.171,294.43,0.013709,2.9386e-11,2.6115e-11
0.0012887,0.33333,10.932,1.8538e+05,42.988,44.674,283.37,0.0075332,3.1264e-11,3.1579e-11
0,0,23.693,10594,44.172,43.291,283.65,0.005561,3.1601e-11,3.1539e-11
0,0,13.398,4.826e+05,42.429,39.496,296.89,0.0079185,2.7173e-11,2.6698e-11
0,0,12.552,3.6078e+05,41.674,41.943,292.74,0.0063309,3.5597e-11,3.1133e-11
0,0,11.475,5.0249e+05,41.496,41.905,293.15,0.0079669,2.903e-11,2.8403e-11
0.06701,0.66667,5.0751,2.2148e+06,43.458,41.497,289.69,0.0076914,3.4338e-11,2.6701e-11
0,0,15.365,2.4223e+05,40.436,42.879,293.66,0.011699,3.0153e-11,3.0014e-11
0,0,22.503,24022,41.338,43.482,289.8,0.0034279,3.7383e-11,3.0817e-11
0.043814,1,6.6531,1.063e+06,44.146,41.629,287.87,0.0071949,3.0232e-11,2.9248e-11
0.0051546,0.66667,9.2127,5.811e+05,43.687,41.109,289.72,0.0027392,3.465e-11,3.9088e-11
0.016753,0.66667,7.3923,1.391e+06,40.809,41.685,295.27,0.0099558,3.5215e-11,3.3884e-11
0,0,17.425,1.121e+05,43.13,42.289,288.8,0.0034455,3.1984e-11,2.9211e-11
0.045103,0.66667,5.6873,3.0341e+06,40.648,41.97,295.37,0.0083398,3.3151e-11,3.0657e-11
0,0,18.394,91052,41.364,42.679,291.71,0.0089006,3.1274e-11,3.3253e-11
0,0,9.7663,2.7263e+05,45.524,41.348,285.06,0.0066553,3.4902e-11,2.8567e-11
0,0,14.043,3.0887e+05,42.932,41.023,292,0.0078397,3.4998e-11,2.9314e-11
0,0,17.121,88934,42.604,43.229,287.48,0.006807,3.4521e-11,2.526e-11
0,0,18.639,59802,43.818,42.251,287,0.004546,4.3049e-11,3.6711e-11
0,0,20.463,94309,40.833,42.537,293.58,0.010829,4.1919e-11,2.7965e-11
0,0,20.525,98518,39.179,41.956,298.89,0.013226,3.2969e-11,2.9825e-11
0.011598,0.66667,8.366,1.3172e+06,41.075,41.164,295.81,0.0070193,3.4058e-11,2.8302e-11
0.016753,0.66667,7.4348,1.2069e+06,42.817,40.003,294.72,0.011202,2.7809e-11,3.4354e-11
0.0051546,0.66667,10.115,5.0129e+05,42.072,42.047,291.29,0.0083196,2.8459e-11,2.8717e-11
0,0,21.334,20994,43.743,43.124,284.86,0.0047688,2.8451e-11,3.0319e-11
0.034794,0.66667,6.9637,1.2197e+06,40.86,43.369,291.51,0.0090821,2.8107e-11,2.4088e-11
0.028351,0.66667,7.1438,8.3657e+05,42.956,42.727,287.77,0.008377,4.4594e-11,3.8854e-11
0,0,12.39,5.2345e+05,42.771,40.65,293.62,0.0088782,2.9039e-11,3.1546e-11
0,0,24.16,15461,44.524,40.479,289.3,0.003629,3.5536e-11,2.8952e-11
0,0,15.664,2.4021e+05,41.633,40.269,296.72,0.0097273,3.1906e-11,3.3829e-11
0,0,14.632,3.5461e+05,40.756,40.971,297.19,0.0088336,3.1285e-11,3.5082e-11
0.0025773,0.33333,10.233,1.1796e+06,40.155,40.104,300.78,0.0096281,2.8232e-11,3.2799e-11
0,0,13.78,2.3995e+05,43.029,40.471,292.83,0.0098319,3.0499e-11,2.5246e-11
0,0,16.025,45143,43.868,44.584,281.33,0.0043508,3.6714e-11,2.5502e-11
0.0012887,0.33333,11.028,1.0276e+06,41.069,40.236,298.44,0.011879,3.4662e-11,2.9567e-11
0,0,20.951,45245,43.196,41.261,290.68,0.010298,3.1623e-11,2.9188e-11
0,0,18.42,46995,41.984,43.996,286.81,0.0038796,2.6945e-11,2.4474e-11
0,0,12.001,2.0131e+05,44.571,42.974,283.43,0.0020127,3.6839e-11,3.4081e-11
0,0,19.996,29507,43.64,43.169,285.2,0.0074086,2.6896e-11,3.0099e-11
0,0,18.856,59488,41.29,43.213,290.51,0.0077951,2.7525e-11,3.496e-11
0.0025773,0.66667,8.597,7.7823e+05,41.838,41.824,292.49,0.0094369,3.2271e-11,3.0155e-11
0,0,12.799,7.1135e+05,39.688,41.124,299.75,0.011649,3.1458e-11,2.9104e-11
0,0,12.435,2.9367e+05,41.682,43.196,289.7,0.0087017,3.1662e-11,3.2073e-11
0.0051546,0.66667,8.8586,2.6449e+05,44.228,44.52,280.67,0.0042748,2.9141e-11,2.7299e-11
0,0,15.152,1.1574e+05,42.775,42.509,288.86,0.0093053,3.379e-11,2.9891e-11
0,0,14.115,2.4179e+05,43.279,41.141,290.8,0.0066196,4.1649e-11,3.5185e-11
0,0,21.094,69069,42.646,40.29,294.39,0.0094139,3.261e-11,2.7979e-11
0,0,17.527,1.5693e+05,40.968,40.872,296.95,0.010985,3.3033e-11,2.9045e-11
0,0,18.537,45766,43.087,43.472,285.63,0.003133,3.7938e-11,3.3248e-11
0.0012887,0.33333,11.024,93940,45.074,45.336,276.87,0.0029123,3.3351e-11,3.0091e-11
0.0012887,0.33333,11.184,5.2148e+05,41.938,41.239,293.56,0.010088,3.1061e-11,2.8252e-11
0,0,23.388,42474,42.788,40.057,294.87,0.011447,3.076e-11,3.1162e-11
0,0,19.188,33239,45.944,41.903,283.2,0.0068969,2.9103e-11,2.9881e-11
0,0,18.488,85078,41.594,42.288,292.08,0.010241,2.9893e-11,3.3586e-11
0,0,22.991,33348,42.965,39.974,294.29,0.0064031,2.9983e-11,3.5476e-11
0.0012887,0.33333,9.5541,6.9269e+05,42.763,40.277,293.97,0.0075136,3.4259e-11,2.5707e-11
0,0,13.515,2.5055e+05,42.989,40.7,292.47,0.0095506,2.9903e-11,3.1152e-11
0,0,21.681,18247,42.952,43.851,285.17,0.0032889,2.9894e-11,3.3047e-11
0,0,18.77,1.3602e+05,40.232,41.575,297.01,0.010259,2.5623e-11,2.7903e-11
0,0,11.137,5.4459e+05,41.205,42.384,292.78,0.0092953,2.7568e-11,3.0994e-11
0.018041,0.66667,6.8932,2.056e+06,42.023,40.989,294.59,0.014899,3.5542e-11,3.0163e-11
0.065722,0.66667,5.3029,1.6466e+06,41.038,42.577,293.02,0.011817,3.296e-11,3.5085e-11
0,0,14.024,1.3358e+05,44.258,42.957,284.22,0.0063201,2.9758e-11,3.1832e-11
0,0,16.53,1.032e+05,41.202,43.686,289.57,0.0038818,3.5014e-11,2.6279e-11
0,0,11.417,3.1099e+05,42.834,42.397,288.89,0.0063495,2.7087e-11,2.8814e-11
0,0,14.22,3.0355e+05,42.546,41.62,291.46,0.0090722,3.7241e-11,2.4375e-11
0,0,21.222,49833,40.706,43.483,291.45,0.0068349,2.9864e-11,2.6194e-11
0.048969,0.66667,6.2297,2.0816e+06,40.574,42.155,294.87,0.0055035,2.9762e-11,3.6449e-11
0.003866,0.66667,9.8403,8.7902e+05,40.267,42.52,294.87,0.013741,3.3014e-11,2.8816e-11
0.097938,0.66667,5.0775,1.029e+06,41.781,44.028,287.41,0.005531,2.9231e-11,2.8111e-11
0.003866,0.66667,8.7522,3.3758e+05,41.572,45.556,284.46,0.0052006,3.3723e-11,3.079e-11
0,0,10.24,2.0095e+05,43.211,44.571,282.69,0.0039213,3.5931e-11,2.6772e-11
0,0,22.721,33264,42.355,42.801,289.23,0.008644,3.4281e-11,3.1427e-11
0,0,15.929,94702,44.537,43.252,283.09,0.0047056,3.0268e-11,3.3411e-11
0,0,18.225,1.5515e+05,40.37,40.601,298.96,0.01149,3.6232e-11,2.645e-11
0,0,16.95,1.8336e+05,40.57,41.723,295.8,0.0085879,3.3979e-11,2.7942e-11
0.0012887,0.33333,11.538,3.061e+05,42.968,42.06,289.24,0.006972,2.9556e-11,3.0717e-11
0,0,13.824,91506,44.082,44.676,280.69,0.0053577,2.6934e-11,2.9275e-11
0,0,16.19,1.0293e+05,43.208,42.232,288.29,0.0065995,3.1753e-11,3.2757e-11
0,0,15.673,1.3076e+05,41.339,43.559,289.45,0.0031577,3.3937e-11,2.9806e-11
0,0,22.297,45137,43.067,39.293,295.88,0.0087343,2.8519e-11,2.6793e-11
0,0,17.174,1.0516e+05,42.528,42.657,289.09,0.0062209,2.8715e-11,3.1029e-11
0,0,13.098,3.2083e+05,40.869,42.109,294.2,0.0095542,3.247e-11,3.4104e-11
0,0,11.269,7.7766e+05,40.364,42.115,295.85,0.013731,3.0782e-11,3.5675e-11
0,0,15.064,1.3981e+05,40.597,43.972,290.49,0.011224,4.0035e-11,3.0983e-11
0,0,10.409,8.1537e+05,40.998,41.799,295.03,0.011605,2.7981e-11,3.3007e-11
0,0,23.838,31690,39.968,43.351,293.65,0.012949,3.2801e-11,2.6994e-11
0,0,17.879,82299,41.899,43.227,289.15,0.0063352,3.5674e-11,2.967e-11
0,0,24.133,12705,43.611,42.608,286.4,0.0056158,2.9946e-11,2.9319e-11
0,0,14.577,1.9976e+05,39.926,43.498,293.18,0.0038652,3.0998e-11,3.0065e-11
0,0,23.913,17223,43.691,41.283,289.29,0.0040142,2.5891e-11,3.418e-11
0,0,16.315,73659,43.475,43.845,283.96,0.00525,3.7492e-11,3.1142e-11
0,0,16.838,1.1426e+05,43.76,40.924,290.19,0.0071813,3.3196e-11,3.8766e-11
0,0,20.89,50199,39.603,44.027,292.88,0.0077984,3.3672e-11,2.4836e-11
0,0,16.96,57780,43.677,42.749,286.16,0.0057951,3.6325e-11,2.9252e-11
0,0,18.341,80799,43.855,42.62,286.11,0.0051876,3.6364e-11,2.7596e-11
0,0,16.973,50161,44.272,42.959,284.24,0.0090752,2.8579e-11,3.4698e-11
0.021907,0.66667,7.211,1.1182e+06,40.2,43.426,292.81,0.010972,2.5864e-11,2.8361e-11
0,0,16.694,87461,41.195,43.965,288.97,0.0060627,2.4667e-11,3.2439e-11
0.0090206,0.66667,8.6793,4.8767e+05,43.246,42.353,287.77,0.0049571,2.9388e-11,2.4682e-11
0,0,15.407,79820,43.173,43.486,285.4,0.0062419,3.6745e-11,2.9989e-11
0,0,19.992,55357,43.157,42.719,287.61,0.0083878,3.4131e-11,2.7419e-11
0,0,20.253,37134,43.173,42.535,287.57,0.0060914,4.6347e-11,2.9294e-11
0,0,17.17,51843,43.217,43.77,284.68,0.0077635,2.8338e-11,2.7307e-11
0.01933,0.66667,7.4355,7.9084e+05,44.104,40.546,290.49,0.0097339,2.7682e-11,3.1901e-11
0,0,19.072,44003,40.351,45.161,288.32,0.0068364,3.1465e-11,2.5276e-11
0.003866,0.33333,9.9076,8.5136e+05,41.683,40.352,296.5,0.010985,4.8209e-11,3.8633e-11
0,0,20.124,52411,42.321,42.304,290.33,0.0085433,3.2664e-11,2.7674e-11
0,0,23.304,23495,42.568,42.381,289.57,0.0064421,3.5923e-11,3.0048e-11
0,0,24.558,22968,40.193,43.192,293.29,0.0072204,2.9981e-11,2.58e-11
0,0,13.316,2.6779e+05,42.639,41.033,292.53,0.0072566,2.779e-11,3.1242e-11
0.014175,0.66667,7.6305,9.0377e+05,42.513,41.648,291.13,0.0072368,3.3821e-11,3.0875e-11
0,0,14.488,1.4635e+05,44.179,41.271,288.48,0.0055181,3.3846e-11,2.3709e-11
0.0025773,0.33333,10.734,4.6197e+05,43.024,40.754,292.1,0.0077657,3.1149e-11,2.6262e-11
0,0,24.684,24436,40.57,43.036,292.7,0.0039294,3.4905e-11,2.8566e-11
0.029639,0.66667,6.8418,1.3498e+06,41.152,42.221,293.23,0.0090325,3.6232e-11,3.2455e-11
0,0,15.362,1.0729e+05,43.547,41.949,288.1,0.0052057,4.0705e-11,3.1845e-11
0,0,18.282,93042,42.789,41.112,291.94,0.0067024,3.7188e-11,2.4896e-11
0,0,13.36,2.7712e+05,43.779,40.404,291.41,0.0070954,3.6679e-11,2.4358e-11
0,0,11.517,2.0606e+05,45.126,42.227,283.96,0.0046718,3.7848e-11,2.4046e-11
0.046392,0.66667,5.8701,1.1188e+06,41.205,43.959,288.93,0.005034,3.7101e-11,3.0047e-11
0,0,20.939,33722,41.979,43.033,289.42,0.0070093,3.7956e-11,3.122e-11
0,0,14.418,3.1865e+05,41.543,42.25,292.51,0.0093555,2.6969e-11,3.1574e-11
0,0,13.554,2.9433e+05,42.195,41.13,293.27,0.0087106,3.4825e-11,3.2007e-11
0,0,11.349,2.1407e+05,43.759,42.778,285.57,0.0069868,3.1312e-11,3.9444e-11
0,0,17.763,36505,43.964,44.021,282.25,0.003391,2.9024e-11,3.4458e-11
0,0,11.935,3.4313e+05,44.587,40.413,289.74,0.0068637,2.8433e-11,3.0809e-11
0,0,17.019,63671,42.642,44.222,285.17,0.0069336,3.3802e-11,2.5342e-11
0,0,18.632,1.003e+05,42.477,41.204,292.65,0.0069408,3.0591e-11,3.0864e-11
0.0025773,0.33333,9.0777,9.7186e+05,42.55,41.367,292.04,0.0096964,3.387e-11,2.9111e-11
0,0,17.078,52212,42.901,44.344,284.1,0.0036859,3.3267e-11,3.1538e-11
0,0,12.358,4.0572e+05,44.492,39.619,291.9,0.0067466,2.9664e-11,2.8327e-11
0.054124,1,5.6113,1.7109e+06,41.955,41.854,292.17,0.0095513,3.205e-11,2.9913e-11
0,0,16.27,1.9335e+05,41.911,41.409,293.43,0.0044637,3.1797e-11,3.1874e-11
0,0,15.347,92368,43.73,42.723,286.16,0.0079867,3.3167e-11,3.2527e-11
0,0,11.825,2.7092e+05,42.187,42.818,289.34,0.0091508,3.5399e-11,3.454e-11
0.0025773,0.66667,9.7974,5.4166e+05,41.956,43.715,288.09,0.0046155,3.1798e-11,2.3559e-11
0,0,20.826,51256,44.502,39.632,291.78,0.01019,3.669e-11,3.2661e-11
0,0,20.351,83625,41.22,40.768,296.44,0.0094385,3.8227e-11,2.9361e-11
0,0,13.575,1.8261e+05,43.409,43.245,285.5,0.0057801,2.9594e-11,2.8611e-11
0,0,14.292,2.2741e+05,41.49,43.023,290.77,0.0094075,3.3573e-11,2.9252e-11
0.045103,0.66667,6.4796,2.9713e+06,41.052,39.294,300.64,0.010645,3.7332e-11,3.6532e-11
0,0,17.234,58885,42.282,44.549,285.17,0.0087054,3.1838e-11,3.1844e-11
0.018041,0.66667,7.7397,1.3022e+06,43.163,40.689,292.3,0.0098568,2.709e-11,2.9061e-11
0,0,22.206,45595,42.174,40.758,294.21,0.0091441,3.0172e-11,2.9177e-11
0,0,15.045,79968,44.831,42.334,284.3,0.0029932,3.4282e-11,2.4063e-11
0,0,20.702,17785,44.577,43.356,282.77,0.0043079,3.5071e-11,3.1621e-11
0,0,16.87,83961,44.583,40.973,288.28,0.0090115,3.2263e-11,3.24e-11
0,0,13.091,4.6866e+05,41.07,42.089,294.04,0.014316,3.2222e-11,2.9186e-11
0,0,17.522,93178,43.624,41.456,289.16,0.004779,2.9586e-11,4.1598e-11
0,0,17.832,66161,43.806,41.277,289.53,0.0070276,3.189e-11,2.5343e-11
0.059278,0.66667,5.7833,9.7883e+05,43.951,41.526,288.7,0.0084143,3.8478e-11,3.2025e-11
0,0,14.098,97439,45.919,41.436,284.03,0.005067,3.8484e-11,2.906e-11
0.033505,1,6.5928,9.6899e+05,43.084,41.584,290.33,0.0065277,2.9647e-11,3.7627e-11
0,0,18.522,53210,42.641,43.158,287.51,0.0077237,2.8744e-11,3.3211e-11
0.024485,1,5.8966,1.0978e+06,43.71,41.165,290.04,0.0053167,3.0464e-11,3.0015e-11
0.016753,0.66667,7.166,1.5742e+06,42.17,41.406,293.03,0.0089606,3.5112e-11,3.605e-11
0,0,16.164,60828,43.601,43.473,284.3,0.0053343,3.5957e-11,3.1579e-11
0,0,18.905,29665,45.95,42.827,280.82,0.0023871,3.7086e-11,3.1462e-11
0,0,13.53,1.6132e+05,43.324,42.783,286.78,0.0054217,3.7991e-11,3.5542e-11
0,0,9.9899,3.3506e+05,44.749,41.478,286.6,0.0075551,4.0305e-11,2.9346e-11
0,0,13.941,1.5198e+05,43.588,43.006,285.88,0.0067322,3.4191e-11,3.2547e-11
0.015464,0.66667,7.5449,9.9179e+05,42.05,42.049,291.46,0.0054248,2.8804e-11,3.0773e-11
